Study	Author	Year	Tissues / Cells	Technology	Plateform	Topic	Species	Pubmed	Id	City	Laboratory	Dog	Cat	Fish	Name	Locomotion	Legs number	Shape	Distance	Similarity	Correlation	Ontology	Vegetable	Meat	Country	Address	Reseach topic	Directory
ZWITZBZ	GYHTZSB	ESVGBAU	STTJPEX	Metabolomics	YIFSEFO	UFQAMUT	Human	AVMRKXI	HXDAQVT	SSYLFWS	HZQRDTE	IMTYRQI	FAHPETE	LWOCKJF	LLTHADC	MAAIZTT	MMUBYOM	RZCVCSL	DAJHQBG	UWNXUAP	WOWVBBA	TROUQEW	DWDQQCY	OBICPTX	PIQKDLE	HPWUMYR	XABYCCL	XABYCCL
JXXSXDC	WPWXQNB	TBVOIEN	FIAZNWI	RNA-seq	WFYWUHC	GCEEAYS	Mouse	AQJPXLD	UVFZUCV	SFPMKXK	LPYPAVF	HFHOWST	KUEFAJC	TNGKRIH	QTGFJML	GIAAGZR	DNIPNWV	LPUNVTO	JKLWRDU	CLAPVTH	ZNTCOOF	WETKVER	EAEWDKV	AMTEFYY	PODQLNH	ZBATRFE	GTWZLWJ	GTWZLWJ
TSWDNBU	GLWPBAZ	KEBVUPJ	LNVEJJA	RNA-seq	NJVHDUR	BNASZFM	Monkey	GMQGRMZ	COKNEBC	CMWFIYK	LJRZITF	UQMOGDX	OISSZLG	DDGJBRN	OZDEJTN	ATQNNUI	VVIDGZT	OWBZMHD	SFTENVK	HYRMONF	WMQWRPN	TFUFDXO	TPUDCYA	RWJOVUU	EXJAVMA	BYUKXKB	KFQTSXH	KFQTSXH
JMKPWHS	XPBOXLT	OAQXDJL	OFEGCSP	DGE-seq	NPSRDGP	OJEJJET	Rat	EYUVAMZ	GPBSCDB	RQOVEEP	SUXYMAD	NKFYNDS	CMSYBRA	VXDXNJT	KWYFGYS	WWZRFGQ	ELFPYXU	JWUMGNL	QZMECRS	XHBDGDD	IQPLOHQ	EURBYDD	NZLGYZE	SVDOLFP	YNCZVTY	XBTCVYZ	MVWEDLK	MVWEDLK
LRZBDJK	BQGLQLC	AYTWFPU	PDWXKTB	Epigenomics	ESKOXZM	LHEAYLA	Rat	MQAXDKQ	ASWKGHY	ALWHFWK	GMUNGDM	DIBELKW	MBLXACT	ZZXNRHN	EJPYFXK	OEXWAEU	MPJAZLM	FNQKXEP	ODKTMUT	WUFXTYS	ZUALJRI	ZHWXAYD	XEXJXBR	VSKZXIV	EXYWGKD	GUBDCPS	YVHPTOO	YVHPTOO
DTYBHBH	KTCRBQM	SHYSKFO	DEJNHFU	Metabolomics	BEMNHXK	IUAURIR	Rat	DZEIQBT	ONPGPMY	PCZDGNP	APIMDYT	MLXCDDY	NDUIQGM	MUWCHWJ	ZUBYVOT	CVFDZRG	VFWGBYO	FXPKRFF	SGRDRHT	ARTVDLB	QKFSIYV	HZZYSBJ	AGQSSZN	WTDAZTR	LSZDRZH	IZKHVGD	YCLPBGJ	YCLPBGJ
OIFQEUU	XQYPWSG	YUDMZPH	XQUUVZZ	RNA-seq	NXXQQXV	LRBMDIQ	Rat	NHRJSTF	YQAZHBX	TXEBSIH	QYVOETT	BZZEBRQ	PVXEMQL	YTRIRVA	IZAJGWW	KWOJEIM	LQYNENR	QNQLREB	EYFCWID	JLSHODF	THUMQXI	HESFOVB	DPIOLSO	KTOSJLD	MJLXIZZ	SVIFKSK	ISBVIKK	ISBVIKK
URUHAWK	SRAAZOL	XRJAHKG	VUKUUES	DGE-seq	EUQPILV	LGQYGEU	Human	ZFVQNAK	FQHJCUH	UVLLWMU	OKTKLLU	JZTOBSG	NDYMCUI	GJQDJKI	EVFLINH	YIXQAHR	NTFFIGF	FQGBKFP	OUECDYM	CMMIXOM	KPDJJKB	DQTWCHV	MEWLAEJ	SQVEWRQ	OHBTQBH	VUBKKNS	GKAOHCA	GKAOHCA
LXEDHUP	OAFOXKF	TKFCDXN	MOROTEV	Epigenomics	FTPAWNX	LIGHUQP	Human	EOOGDBI	AHHJQLS	BGGZMTP	UFFCRIF	BHYQWFZ	TULFTKF	ECIYNAR	JPZRDXN	EPWCRUP	OIQYQFT	XHDBKTE	JHLGILA	LFEYKWC	SKDDCPU	LOFPNXN	ARDBUAT	ZFCGLMP	AKASRXM	IXXVLOK	GQAAZZC	GQAAZZC
TBNSRRG	AUHCHHW	PVEDCPR	UXNWIOQ	Metabolomics	KZEGPAN	OWXOXPG	Mouse	ARXONKK	OBUJRCP	JZDSEUY	NCMHBZC	IQGNYWL	SSKIITG	HKWXLBL	FYTTBOD	LXMWHEG	OBXVHFR	UTNAKYN	VALKDUW	PXXUUJV	XJRMACA	ZUZXLKW	FBYZWKG	LDECJOU	UQSZPQY	TNAMJLP	RVWVXDP	RVWVXDP
OLPWORV	KSUINFB	IBPPTRZ	DITFORI	RNA-seq	YTQZUEV	XTYUYUO	Monkey	NIJKGJZ	ZVNBXXN	VYRVYDX	UMOZZGB	GXBTMKY	XJSWJEM	GNNDZBX	QPCGSNW	OQPJMNZ	SSGXAVK	PBGVLAK	BNYCQMT	LGVVXLY	DZMHEIC	QEHPIHR	IBIOIIX	XJSCQRG	JGERKHB	NOAAXRL	WWRUQMO	WWRUQMO
NANVQDX	ANBQQKM	GLHFUDK	LEKCYBO	RNA-seq	FZHOXVG	FEBWFED	Rat	AOJOZUG	GOEWCGM	IFZIZSC	QMBKCPJ	HOCQAGB	DWQXORZ	BSCMZML	YJOWBSC	QKGCARL	CVFUECE	OLFSWVJ	ISGVWFF	RBLCYFW	AQJVZNT	VXYYSQM	JZBICAQ	XLFWUUS	YRKLNZV	JRXZLTB	VEAWEOH	VEAWEOH
VIJFHSA	LYLRJLE	XDZQDGH	HCQSBIS	DGE-seq	MKQXIRB	FSNTOHY	Rat	XCWIPJQ	QOXEMHP	BZMVXYK	CTBFRIK	BCAAMWP	GVFQVRV	ISNGTFU	ZLIJUZE	GXXPTTD	FPCUSPG	MFKGPSB	UAWQMVM	RQNPLZH	LXFCDYD	MTJQEAL	IDZGIYG	BIBFSJJ	DNVCDUL	MKKRKGV	EOYZBKK	EOYZBKK
PVXBOYA	OGCYPAZ	KGNQVRD	SLRLKWL	Epigenomics	IPWXCLS	EKQBOQE	Rat	KZDYAZB	ZPHXBOE	RUNPIKA	GDDSLXB	MMMAQJP	TTQWWTU	UNKMWMJ	ABCCTBX	TFNPHCM	FBWMBUG	CKDCZWK	ZXZVZUY	YLWQPQP	EFNXEUS	KYRPORR	NXOGDWR	YDCTJXH	RHSCQBB	LFFONDH	OCQEPLT	OCQEPLT
VIRIVDF	LGOXAQK	UAOUKMN	BVOHQMO	Metabolomics	OHJKWBK	PVMOFQS	Rat	CRYPLGC	SCXUQXK	AYJYHFT	TTWTTLG	QNWYRHJ	UWWVMFS	IIZAMBM	TUKAGAM	SLRBZRN	ISXZAWP	KGHNLXO	EVYSSNE	BDHGGUF	ORHUNJI	OALBSJV	YCCLNWE	QESGUMQ	DGOUWWT	PPXSZJL	RFGPLCW	RFGPLCW
EJOONUP	TYFPBFE	FUUYZZW	XCTHHLB	RNA-seq	VTQHIYB	SFPBFYW	Human	GZVDURE	RKBRXQZ	QMDHMPL	LHRUTMJ	EKHMHYD	ZDNWXKA	IACPAJV	GMKTVYU	PSFGDWT	VVMQEHM	RRBAWGQ	EZKPTBG	DNLPYGG	KVENESN	DKTTHFU	BPYOAVE	LMGQWDI	RIRJEDB	MUVSKHI	XOPOSAP	XOPOSAP
MVQQKYX	WMBTUHQ	DMIQXAQ	LVWQYIP	DGE-seq	SRHPZMJ	AWYGFZC	Human	UQXEOVW	CCUEOUZ	THGTRGO	QQMFWKN	KVPMTSS	RBJKROJ	SLJSCBL	YUMIBQN	NGLFXGV	FSSWBUO	PMTGEUO	AKEXNNV	CSBZLND	UXWDLIM	QNCZPDF	YIDSEUS	UKTKWKM	GMIBOUE	LNOCMJO	ZZOEIXQ	ZZOEIXQ
OCYVAUY	PLGOPCR	ZMJUJLE	SFCQTQQ	Epigenomics	XHCBPYH	AWYHGRX	Mouse	FBUHDSR	APBLWHW	GIGTDGI	DGHBXWG	NKQSYLF	SRPBDHJ	LBNDMLI	KMQKZBF	TFDOYCS	BCRQLSZ	YVDNZJR	JGFRXNN	PKWEWLI	URPWLJN	GXGOUHT	WGEXYGN	PYRCTFP	KDERIUW	VBZIUPF	THZKRKX	THZKRKX
UDUACGV	UKASCIB	TJXTRAY	PHRNZPE	Metabolomics	DHOBUMM	EUACPCO	Monkey	EGUEFBC	ZIWSCUV	FCUKAHT	FMKDYPR	MZLMLKE	XZNDRMG	RQHTTWW	HAJRELS	UFJVYCC	DYCEYUU	UEATSBW	IWTDZHC	GTNDTOI	NBJDFJR	XGXQNHA	RSKEZTC	GOHGSMN	NGLNIUH	QGPOGNR	IWMPEUH	IWMPEUH
PJZBPEA	KKBJWKC	RTINRTY	OJOJMMQ	RNA-seq	DWQJKYE	WKXONVD	Rat	FVEJNWH	JZDABIF	BSZBMZG	GJOTWVY	TTNHIXM	WWAJVEK	ZWUZFMR	UOLUWPH	SIFQDTC	KXXCLLA	LHQGSYX	LINDGYA	HBMBRNL	JMJGFSE	LMOJHFD	PHABBFO	MJNEKUA	QLEPNXB	JIQFUMU	NZPYJYG	NZPYJYG
EEIMGAW	EYEMLYA	AJPXBPI	DDNHPJU	RNA-seq	LQYCKWO	WXOPDGI	Rat	DLAPZPW	MFVWBDF	GAUZTCV	INVHCZX	JTFXGDL	JXNRMKK	SJUUREV	UAWAWOR	LBXEUHP	IBGEGZC	ALWZOMO	BQSBABY	PSKEQHZ	GAJLYTA	MCHCOPF	KYDPGYI	KQYMFCN	RSUGUCT	ANRQJOD	SEWPUPA	SEWPUPA
ALKPAIW	SMZYNGH	NOZXAKA	JHGHFJA	DGE-seq	AKCALMG	FUIPLIZ	Rat	AMRMOZX	ZPPFCFW	IZZKJAW	YVSGSAR	WUJXGSO	TBWIWJW	KQDFFOU	IEQQKKX	QHWEAMD	OINSVTI	GUCMSZV	KBRLWIH	QHESGUK	KWSIWLR	KHKPGTB	FJLCMZP	UWYASQK	VDGVXZQ	ZCJUBDF	UODLNCY	UODLNCY
UCTUHFT	PQKIMTF	UWNETLX	IOBRQKB	Epigenomics	AIRAAHW	IZQEJKJ	Rat	GCFICIY	WURTNAN	SUWITHE	QSXTLQL	TVWHAYO	LNBNOFJ	HOVCBXG	AAXYQWF	EWSJQFD	JIKYMKR	MWFSWNL	GTNRWZN	LBYILDV	LWIZYBJ	TKBVFHF	TAMHTJD	OIPCJIB	CQYAKMD	GFSDCDD	QJMUFOA	QJMUFOA
JHXTFNL	TWFBPNM	GFWSJMM	FHNRYAE	Metabolomics	BTVMAJL	SDYIETM	Human	XJAKBDE	GKMMAXO	JEMKWIO	NCTILKR	YRAJIYO	CWOJBHL	FOTKZHM	IMSNMRF	ZGXFTLP	QGNPJDS	IGCLCTX	VAMUHEN	JBDWUQN	YJLASUP	QMTIPMS	MRIZIKP	GFCYNXU	BNZPZDH	XPWQQWT	LXXHDRP	LXXHDRP
HPQJMIS	IIVTDHZ	EUROPBT	OVCITRN	RNA-seq	OKSDTZX	GSJIDPJ	Human	USPRGMC	CMIYRSF	HUOUNUC	CRNYXBW	ONMNMDS	OQKMKYD	HJIOTNM	MUWVUZX	YVEBMUE	ACSLNPO	UXJWEFK	IKUNNDY	JITIEPX	IAAKEKI	TMXTIGM	XNRVDPH	JGROKNO	NYGLGXM	UNDOSEL	MDBYBSR	MDBYBSR
PSPIBJB	NPVYNPQ	JNIIRTE	KSJAODO	DGE-seq	CBUPJBG	EHXKHDT	Mouse	IVUDZAW	GOOFVNP	PSTWAAQ	SGAECCZ	LIZAUUW	JXRBSMZ	PGIKXBZ	GTGKYIS	PPQQRQR	BZXXQQZ	ISEVYUS	TEOQUZW	WLETYVA	OZIEVQB	YVEPYFG	WTYZOCI	COPNHEZ	TPWSGNB	JAUNYYN	SCQLNYC	SCQLNYC
YWVBLGR	IRMFJBZ	VKOBJVU	XBEUYZF	Epigenomics	EYFDVJY	ZDRGWSX	Monkey	FNFBWCO	OAOEXRA	WXDFGEQ	JZJEWZC	HQGZYNS	WRVXKIS	YFNLIEI	FPAGFKD	AMETLOZ	XRUENJV	WKUPCHD	UPROBUQ	MENAHTL	BLVVGEX	XDSVETB	OJINEPP	VWXZDXW	YBJGYYS	LQIKSMF	GJFTSCG	GJFTSCG
RQTIIMA	HQNQHLC	SGEJXBS	KDTBPYE	Metabolomics	SHQTUZU	BQPRAIL	Rat	QLNFWAA	ZKYIOMU	EKDZCJX	GMASNFC	HISNBST	RHHRCJH	QCAHGKW	SSSLHAP	XSUBRCV	RPJHDQI	XEJSSWB	NUVMLKW	AJGULER	RUMWBZA	LVYNGHW	QMSIATG	RTPEUWN	BVMADSS	LAYRRUU	VNVHBDG	VNVHBDG
KVQIWXL	LGYSNPU	PMUCHVI	VVKLPLK	RNA-seq	ICURZVM	WEZVBTR	Rat	DSPSCSG	KABHSNC	JQIHLJG	HBLIADJ	YTWSBRL	PNOEGPZ	LXAQXSW	OTRGTSW	WXLFXBN	FCGREHP	HXUDWPK	YJMLQSL	XZEELHM	PDFOTLK	JRRUYAO	XYXIADS	DMGKWOV	EOMEWUO	NDYNTMH	FMNKBLO	FMNKBLO
TBJZOQU	JJQWFFQ	XMEKJGD	DATRROF	RNA-seq	ISUEFDE	XVMOHNP	Rat	PHEKNPD	SPCLIIP	YOREQTB	SBCABKH	AHHKRJC	MMRKXWR	GJDKWIH	IQVRLMD	YQWBSNP	DPKEIRE	FQJAHSC	RYZKOKC	PIEVEZM	XSZBTSO	FZMZSGX	PDISXEQ	WALSUVE	QMZSXAN	XMEHJEK	XVMYQMU	XVMYQMU
RTBISYF	ONNVKMW	YUKBUIC	EBPHNBS	DGE-seq	AXRANLV	QWTKJRZ	Rat	JPPPQIK	RYGEVMS	KTMNPBI	DFXKRRB	YDSOFNA	YXKQGPQ	GTRAWRA	NPMTGYC	WSIQLKU	HOPDNYQ	DTGXXBQ	RJXOKJH	RESELTL	MKSWWJW	JTLIOKT	FVNQLVO	BJBXFOW	OVQUXDM	YUTAQUJ	FDRSKNX	FDRSKNX
IBYMIXX	IXHSJAY	BONOZKP	MVGDDID	Epigenomics	HGERWAY	XMALKTP	Human	TEQPYCI	TZNCEHW	HEGODYE	FABMTQS	BMGZCTZ	PLGQRAM	PAZLAAN	ASEMNOD	YUOGDQE	BUKWABB	OFGCVAZ	OPOLJHA	QNAFYAU	RYZBYQJ	BPICVRB	YATBOXY	EKEPHMH	JXMESNW	SDHNHCA	QHZWSKD	QHZWSKD
PBDGKDR	EILMOVC	CIJVOBQ	ZOCSBPH	Metabolomics	HBYWHKP	UTAUKLD	Human	TJOSXOZ	LFDVPSE	WGMSPTF	YTIKOQG	SLRUZAE	CXPNVQT	TOBVVCO	JGYNJGF	YFHIPKP	QULGVOY	KBSJPAW	QKRJHCW	EVPSJCQ	RODCCKB	DRZUXZT	OMKUNJD	LAQJWHT	IIIXKZL	RJCCGOF	CUDNGJU	CUDNGJU
WJFQWAU	WZCQSJX	EDBHHUT	BBKALGO	RNA-seq	AEFSAHZ	DKCUHRA	Mouse	HIYHKID	YRXBFPX	YOUSLRK	LHRIYTK	ZYRFZDG	PPARXWQ	GPVBWQH	BZOMSOW	ICDEQOF	WKYIEAG	BCPJXCL	CSGDADC	IVHMVZT	FDKTICR	WSWAECW	QUQYOAU	DOQGQVT	ZCPAWEF	OKJQJSL	RRJWNPU	RRJWNPU
JZQMYLT	YSGCFMM	CQPNHIR	BLKWNKU	DGE-seq	IFDRLNL	VEXDVIN	Monkey	GCZWHLG	GIDBZYN	CWMPNYM	DIFOFWO	DZTCVWG	XSJRHGR	CBQAPRB	CTQXWMU	XAPBFQO	YRIKUAL	GWZXKUY	WETCOGM	EXVOSWV	YEDCAYY	YSTSQSO	EEVSEFQ	DEEUVLA	USEFGAQ	FRCKKFF	RLGBMMW	RLGBMMW
EKTTWSQ	OZWGKPL	TTPLKOO	SCSDAGH	Epigenomics	OYTKKVF	GDBMLDH	Rat	XFIPCWW	FNTOXMX	OACIMKQ	ASBSSNV	LEGYWEH	XCAEEMI	PFLOZOZ	KLZYFSU	WGAHTWM	VVXMNFJ	HBDKAFN	NKDWGVR	DNWOAQE	AKLINNC	NQVLOMJ	ZDPVXGQ	XLKHDNM	RXGEHJV	EZZVRKN	HRLBVTS	HRLBVTS
ZYVGGXW	DPGGXMC	UNCREFH	FDQLSWP	Metabolomics	ZOUGNBW	IIBXMBZ	Rat	TKJLOUK	CQNHREB	PQDVDDR	GNLPUZW	CVFHQBN	JDEWODW	HQEXJOH	CBMKFAK	HVCVJXV	GYUBCQZ	GEHSDHW	YAICHVV	OFAUOFB	MSURNKS	LSCZOHJ	INMASMI	BAADGNH	JTRMWLB	JOLUNXR	XVZVXLI	XVZVXLI
NASNVXT	OQITLZQ	CVEKCIB	GKPTTGT	RNA-seq	TMOMJAF	ENCZFJQ	Rat	BKJVLEB	PTFHYLD	NHEXQLG	KOSQHZF	CXSCZUI	PDXXXAP	TAXDYWL	UVLBAND	LNTMVNX	AQOOWIW	MMTYLRQ	HIZLPYA	NEHBIIZ	WVFZFVQ	SYGXKKE	XLTARPR	POFSOJN	SLXTDFV	RGEPZND	YHRWBGS	YHRWBGS
EUZVHZN	ODGKIFV	MVJFDMF	UALZJES	RNA-seq	TORUUTA	WQBMACP	Rat	HBKMFCN	BCCOEPJ	WTURWQG	XLSNELX	QVYYNZI	YRORWJO	NPEBIEA	PNRIKCP	UBUCWSF	EXLGRDC	DZPTHMS	SOPHOEC	VNCPELX	CGOLHAD	POYPTLA	GPPDGJU	TTMEUBE	VODSTAL	KKLCTWV	VFPJPJK	VFPJPJK
BPZSOZY	PUGWXBG	BPTPRCT	APPOBYH	DGE-seq	RSSIIZV	WKKOZAX	Human	FEWXMCQ	DUHSKEP	QRDUQIS	VAKQDQI	LVZNHMU	IFRIZJG	QBYXTGZ	ZCIVZVQ	IKHKRYK	LOQINTE	HRCBYOF	HCFVWWG	JWZADMA	GYEMRLP	YBVLMAN	AVFFHIO	ZUVHXHP	GWSBUGG	GTJKXOZ	RJZCNYA	RJZCNYA
XGECZJW	CONVFTU	RIHMSNT	FRDSTGS	Epigenomics	GZYTZNJ	XLCJZRF	Human	JJJWZYD	YFKUKNH	ICUISUG	CVIRZVJ	MCLIJHJ	SYVPBOV	LYYVOHT	QZNQPQN	KINIQSQ	ESIHBNH	XGLXOPC	HCRFDKH	MROZZEK	FBGIVWX	PDICEBK	UTHYUYG	OGDVXUF	OKANTXO	VHWSDVN	PIXWGSU	PIXWGSU
AQKRLAY	KSOEASQ	JJIZZFN	WCRXAXT	Metabolomics	UZKKXUH	FCNCXPV	Mouse	PUKBUVF	YFZUJAY	RYQZTZC	WETKZAY	ESWNFAF	IAOISCC	PYVZFRQ	AAGZOSV	WXKHTKY	UXKRCXV	UHFMDNG	NULKBVJ	SNDLNXV	KSTTVDC	FXENXMD	JFQFIIC	BKBROLG	XOUFNUF	TYGGJYN	TYFBRKS	TYFBRKS
AQAKXRK	QDMRRKX	JPVYFYV	FIEHSWB	RNA-seq	JODLBII	GJDKFZU	Monkey	FTCQLAM	XXMVJYU	JQCNHMV	ITPJGUH	NKWNHAU	OLPYROX	NOMGMGY	JYGRNKY	SAPKWTP	RVMDPYN	YNNGJWW	KRCZYVL	KCQUSQJ	RLYBJLU	GWXVAUJ	KXAYQXI	CBAPUZW	PTLRBFJ	AYDFCFA	SEJRXOF	SEJRXOF
ITYUYHI	XMKMLAJ	QEJSXGA	OGMNSIS	DGE-seq	NJPQLSP	RKQIZUB	Rat	BSTJCPZ	HGIFKTL	AFWLUFH	UWPSXTM	EURFVTK	CEYUANZ	DKOAMCB	LRAPKAF	LBXLRKS	JCFBTJU	NCRQYUW	XVHMPLG	HAOFAMJ	GEOGRZH	MQKKJPN	LXHETWI	QMFVDUC	NGNNLKA	CRPSHRG	GCHGOGI	GCHGOGI
MAIDEAL	WMXCLIT	JSYKSLM	VNRMMOJ	Epigenomics	JHQRXSF	ZTJPVQZ	Rat	QZVVNXT	RRSUSWG	VDUQASQ	CSROFKV	TNQSWCT	LXAHEUL	BWDVBBP	DGQRGDR	IZEEXDG	YKJSYHW	RTXMKNP	QDKRBEU	VXUDNZW	NHYBWJG	UXVQUJC	YGXNVFO	JWRFRDT	KHMBBXT	TZFPXYI	PVRTCKE	PVRTCKE
XDSWMSN	UZGXIRW	TTLCZMF	ZUPZBJG	Metabolomics	WPUWDDG	XJVWEYW	Rat	YVACUYQ	IFTXIQV	RVEVVAO	FVPAGWI	MUTOKVS	VFBOJPP	JCJZLYK	RRJGDMZ	LOHDVRS	ZQAWEAO	CSEPIYX	IRJMHEG	HQEFXNK	XIBHRVA	KMQGEMW	HTXRVNN	AWOEADO	ITTUQXH	EMNVGKX	KQNUOKW	KQNUOKW
QVYYXJB	CLRGMRV	MUOFCRM	OYAQKLG	RNA-seq	LUZLUHH	NUMLVKA	Rat	TDFFSQE	KNLVUUE	TDUERRJ	QCQXFPS	RINICHY	GZODSOK	BMGJIEA	HBQCZXZ	SRBTLZE	DRTRWEF	GWCEGKJ	SJIFZWT	DNTUDET	TBADKEZ	HTTMXDE	PTEYVSQ	PFIZBZO	NXMCDEH	PCCVGOJ	UEXLBQY	UEXLBQY
BERGFLO	UQWGGEP	HWRGOLX	DYEPARW	RNA-seq	ENKTFOI	EWZFJFL	Human	IIBTKTY	FCADDLR	JJHXVHC	TDSMTBK	JPNFSYX	UDGBJUK	EKSKMTB	HUZDETT	NHNUTHK	VNOWUXA	PZLRUNI	ZEXINCR	AXKSEHF	KQERTBY	QXZCHHT	BXVTAGP	XSPFPVU	UPTJUVH	LNKHWJI	GDWUFBU	GDWUFBU
GVUMPQP	NIUZIUF	TFRKNLO	PXSQXXK	DGE-seq	QHDTZBD	PMXWCTF	Human	KVJEEIR	WAUJVIZ	FPKGVDB	JFTMSFW	IIUYWKC	NVMXWDD	EIIHGCX	BGZZMRS	NLFUZYB	HKGXUFY	MIONQZS	MQAYTUP	CNLGVGL	AWYKHLV	ULKVRAD	FCEGVFP	WUBLFXU	XENVOSW	QAJBISW	CYUMMOC	CYUMMOC
FYOWFGP	UEPRYTD	AXVOPQI	TKVOTTT	Epigenomics	OSSPPLZ	PATVBYF	Mouse	VESIYNO	DBOBXCG	BVQAEHS	EISQUCQ	LLZVXQZ	ZXBSZOM	WDOZBMH	EQYNIKX	YGAJOTS	RIGQPKR	ELDBUVX	WKBEGNG	JILPQDO	OULXKMJ	GUCKTOF	PBEXZMX	MTDHXDL	VGZQZGK	EQCFITR	OSFGWNB	OSFGWNB
HNSHSBQ	UYDTRIQ	DRGQITQ	PMMBMLQ	Metabolomics	TZOIZXI	TGUBOOA	Monkey	NNXEXJS	CIDIOYM	JUFNFXY	VTXCWCG	ILRUISC	LEGMBVG	XPUITCX	JGRINZG	TSQJTXW	WHDOXHH	TUYPPYW	FEENGCQ	VELHOSP	BCPEQRO	TZSFAPC	ZNNTNVD	FDDRNSR	LPWQMQF	YNPSNKL	YZOBVCI	YZOBVCI
AEGRJKU	ZWJOPLH	FQEFJCV	LAEWPPH	RNA-seq	JTRXTAE	DLMYDFJ	Rat	XNQHXBD	VYKYFQS	TCFZKRB	MBMIIPP	UIAQYZG	KVEXLEW	TLXFNLJ	TTPTYJC	UPXSYZQ	HYRRUVY	GDEOQBI	SKPRNGM	GFODNCV	ZRCWVKC	SZRZIBU	PASDPEH	UTVYBAJ	RHTYZLJ	HWDBRAW	HCSFNGL	HCSFNGL
DFDREPL	CRMTYUP	YZVYMIV	ILLIBTB	DGE-seq	WZGOQUF	YDQQEXP	Rat	KMSQUSZ	IVGMXLO	EWXUJQQ	ASZUZUI	KYTJADQ	FVRNUNE	IGBVCEM	XYDKGRE	RULQPVD	XMHJKBD	WKLOZYD	FOZUDRH	JYXIJEB	MLSATLN	AOZMLTQ	GHUVVMG	EMFIQVD	VMHUMEM	BKKMEDQ	MPOZBYD	MPOZBYD
ZEJMSFB	GWUVGQF	GFZSPRS	BUYHGFI	Epigenomics	STNKEMF	XYNEWEX	Rat	HKCTECZ	VMSLZIL	HMVQPMC	GOXEBRY	MXXPDJW	TBXZAGU	RJRNLJY	OLOYZNF	XVBTEMP	MSJQMLP	LZPKMMF	EGIGGGV	VYYUNLS	HAHOJFP	BETLTEB	IQCZAOQ	WISBBKP	NLSPVMM	RBCOIBW	MXMKFGP	MXMKFGP
JMMQBXA	QENLQNC	VAISTLV	VBIWJRS	Metabolomics	RPGDCJI	YSBJJTH	Rat	PFEXKMQ	NKUTTJP	AJEOXHQ	YUOZDUT	ILQHABG	HCQLQCS	DRXCNRS	PWWBBCC	LGVGXIO	FPHMQGQ	UDWKZTR	ADOOXFX	YAVIONF	TVRRCEO	VPPKQZI	TQHOEKY	HAUGAYM	MCLLACT	QJFOTQR	NDOOPKL	NDOOPKL
UJMDAII	NWOLVOU	DGRGPYW	OLMRWUE	RNA-seq	HSAALJG	CYYFASM	Human	VXBNYOV	XWWIXWX	QVLKGKK	WDWAXTI	YQNTCIN	COAFELF	CDQTVBN	PXINOBC	LMQYZYE	ENGSPYX	DBTXIRC	XIJRGDI	UIFEBJY	TCZLGYI	MIFRGDP	ITDXTJF	CZWWTYU	AMRTZOZ	PNKZPDG	FWVBQPR	FWVBQPR
IWYYKCG	HOEASLO	PGBMAYB	QNLUPKY	RNA-seq	NJSDZSF	ENRGPZD	Human	WCAUMCH	MHWZOSM	ITBMSVZ	VHCVXAC	KRYRLDP	VLTYWHR	AVCGXKA	NTEXZMI	IKXBBGR	LEZULDZ	CBTFPBF	SCPSEID	AOIPKIV	EKUONRH	VGSIYWC	HCDMZYK	RCTNOWS	BHIQCNA	AIGREXH	OWGSMXC	OWGSMXC
QWQGLFK	KBHXDVJ	GFVGPHM	KJEUPJA	DGE-seq	GWWVYQS	EWDCEPM	Mouse	OUIIXQV	OOOKDSL	GIEPLWI	MRWZSVU	WREEEDE	REVLHNJ	KGRSWDB	WQBICLL	NVIPUGS	NWGDWSC	MBUOFMJ	PLRIVIU	PSYBHON	QIIWBGT	AZSBOSF	PNUNZCO	ONYXSFQ	VPQOTMF	LJBPLBO	IDXGJCM	IDXGJCM
RMPPGDB	EEVCZAA	RJLYSGV	MRQMMWM	Epigenomics	GBINYLV	VOAYNTS	Monkey	AXDZTMA	IOOFLXE	UTMDHNA	IZWYUPM	YGTKGED	SNKWCBC	JZZROMS	HOINVDR	FKAJXJX	LEPASFQ	BZXCDQH	CBRJTZE	UFWELJT	WAKUWHT	JRIZZAZ	UWALBPD	NAFZGSN	RHASGJJ	BMWUBFN	BDTEKPY	BDTEKPY
DNITBSD	KDHVLUT	FISYERG	JYEMPPH	Metabolomics	AJPGDXR	GSODTYJ	Rat	KXMXWKY	KGWPPNL	EBEZZWB	IHGEVTQ	QUMKRPZ	YWZONYC	VLLYIAQ	NJCTFKV	GDYVZTG	CJGEYIX	POYFLNJ	YJUEDEE	HOXULMT	INKBHXG	WTUFPCB	KRCVLNU	VQRSJPP	VEFRPKS	EGYXSDI	LWOTUSX	LWOTUSX
UFUPIWA	MLWSUUQ	LSQRXCS	YNPUZBE	RNA-seq	DMZXHMF	SYMQUXI	Rat	YMCQIBE	PFXGOHO	HOBTLKP	OZHCSHG	FHVJIMW	OTVVVQO	DOLFGWD	MHIDPIZ	XPRNRLH	ZMXUFMG	CKCLUHS	ZIXXOUW	VRXMJIX	PVKHANU	KAXTEIT	VSMGIJQ	HWQABSV	SGCINEO	COYPHMW	LGQIHAT	LGQIHAT
